Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Release Code,Release,Unit,Y2017,Y2017F,Y2018,Y2018F,Y2019,Y2019F,Y2020,Y2020F,Y2021,Y2021F,Y2022,Y2022F,Y2023,Y2023F,Y2024,Y2024F
"57","'112","Belarus","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.26","E",,,,,,
"57","'112","Belarus","70101","Cost of vegetables, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.35","E",,,,,,
"57","'112","Belarus","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.48","E",,,,,,
"57","'112","Belarus","70111","Cost of fruits, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.69","E",,,,,,
"57","'112","Belarus","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.94","E",,,,,,
"57","'112","Belarus","70121","Cost of oils and fats, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.15","E",,,,,,
"57","'112","Belarus","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.2","E",,,,,,
"57","'112","Belarus","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","3.3","E","1.9","E","2.4","E","1.2","E","1","E","1","E","0.7","E","0.7","E"
"57","'112","Belarus","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","3.2","E","1.9","E","2.4","E","1.2","E","1","E","1","E",,,,
"57","'112","Belarus","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","0.3","E","0.2","E","0.2","E","0.1","E","0.1","E","0.1","E","0.1","E","0.1","E"
"57","'112","Belarus","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","0.3","E","0.2","E","0.2","E","0.1","E","0.1","E","0.1","E",,,,
"255","'056","Belgium","70041","Cost of a healthy diet (CoHD), LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d","1.72","E","1.75","E","1.77","E","1.82","E","1.81","E","1.97","E","2.24","E","2.28","E"
"255","'056","Belgium","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","2","E","2.07","E","2.16","E","2.28","E","2.26","E","2.49","E","2.77","E","2.81","E"
"255","'056","Belgium","70071","Cost of starchy staples, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.18","E",,,,,,
"255","'056","Belgium","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.22","E",,,,,,
"255","'056","Belgium","70081","Cost of animal source foods, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.42","E",,,,,,
"255","'056","Belgium","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.53","E",,,,,,
"255","'056","Belgium","70091","Cost of legumes, nuts and seeds, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.08","E",,,,,,
"255","'056","Belgium","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.1","E",,,,,,
"255","'056","Belgium","70101","Cost of vegetables, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.5","E",,,,,,
"255","'056","Belgium","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.62","E",,,,,,
"255","'056","Belgium","70111","Cost of fruits, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.59","E",,,,,,
"255","'056","Belgium","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.74","E",,,,,,
"255","'056","Belgium","70121","Cost of oils and fats, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.04","E",,,,,,
"255","'056","Belgium","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.05","E",,,,,,
"255","'056","Belgium","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","2.1","E","1.2","E","1.3","E","1","E","0.7","E","0.7","E","0.7","E","0.7","E"
"255","'056","Belgium","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","2.1","E","1.2","E","1.3","E","1","E","0.8","E","0.7","E",,,,
"255","'056","Belgium","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","0.2","E","0.1","E","0.2","E","0.1","E","0.1","E","0.1","E","0.1","E","0.1","E"
"255","'056","Belgium","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","0.2","E","0.1","E","0.2","E","0.1","E","0.1","E","0.1","E",,,,
"23","'084","Belize","70041","Cost of a healthy diet (CoHD), LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d","3.7","E","3.68","E","3.71","E","3.75","E","3.93","E","4.23","E","4.76","E","5.02","E"
"23","'084","Belize","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","2.56","E","2.69","E","2.9","E","3.16","E","3.52","E","3.85","E","4.32","E","4.54","E"
"23","'084","Belize","70071","Cost of starchy staples, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.73","E",,,,,,
"23","'084","Belize","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.65","E",,,,,,
"23","'084","Belize","70081","Cost of animal source foods, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.98","E",,,,,,
"23","'084","Belize","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.88","E",,,,,,
"23","'084","Belize","70091","Cost of legumes, nuts and seeds, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.39","E",,,,,,
"23","'084","Belize","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.35","E",,,,,,
"23","'084","Belize","70101","Cost of vegetables, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"1.36","E",,,,,,
"23","'084","Belize","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.22","E",,,,,,
"23","'084","Belize","70111","Cost of fruits, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.32","E",,,,,,
"23","'084","Belize","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.28","E",,,,,,
"23","'084","Belize","70121","Cost of oils and fats, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.14","E",,,,,,
"23","'084","Belize","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.13","E",,,,,,
"23","'084","Belize","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","65.7","E","65.6","E","62.9","E","70.5","E","65.7","E","62.2","E","62.5","E","62.4","E"
"23","'084","Belize","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","65.6","E","65.5","E","62.8","E","69.9","E","65.6","E","61.8","E",,,,
"23","'084","Belize","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","0.2","E","0.2","E","0.2","E","0.3","E","0.3","E","0.3","E","0.3","E","0.3","E"
"23","'084","Belize","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","0.2","E","0.2","E","0.2","E","0.3","E","0.3","E","0.2","E",,,,
"53","'204","Benin","70041","Cost of a healthy diet (CoHD), LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d","613.27","E","621.24","E","616.99","E","635.68","E","672.61","E","667.98","E","669.56","E","674.62","E"
"53","'204","Benin","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","2.85","E","2.87","E","2.89","E","2.9","E","3.07","E","3.25","E","3.3","E","3.39","E"
"53","'204","Benin","70071","Cost of starchy staples, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"126.17","E",,,,,,
"53","'204","Benin","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.58","E",,,,,,
"53","'204","Benin","70081","Cost of animal source foods, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"238.77","E",,,,,,
"53","'204","Benin","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.09","E",,,,,,
"53","'204","Benin","70091","Cost of legumes, nuts and seeds, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"64.85","E",,,,,,
"53","'204","Benin","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.3","E",,,,,,
"53","'204","Benin","70101","Cost of vegetables, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"125.3","E",,,,,,
"53","'204","Benin","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.57","E",,,,,,
"53","'204","Benin","70111","Cost of fruits, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"78.04","E",,,,,,
"53","'204","Benin","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.36","E",,,,,,
"53","'204","Benin","70121","Cost of oils and fats, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"39.49","E",,,,,,
"53","'204","Benin","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.18","E",,,,,,
"53","'204","Benin","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","78.5","E","69.8","E","63.3","E","61.7","E","60.3","E","56.9","E","54.7","E","53.4","E"
"53","'204","Benin","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","78.4","E","69.9","E","63.2","E","61.6","E","60.2","E","56.8","E",,,,
"53","'204","Benin","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","9.5","E","8.6","E","8.1","E","8.1","E","8.1","E","7.8","E","7.7","E","7.7","E"
"53","'204","Benin","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","9.4","E","8.7","E","8","E","8.1","E","8.1","E","7.8","E",,,,
"17","'060","Bermuda","70041","Cost of a healthy diet (CoHD), LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d","4.64","E","4.74","E","4.87","E","5.02","E","5.11","E","5.51","E","5.88","E","6.09","E"
"17","'060","Bermuda","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","2.88","E","2.94","E","3.12","E","3.33","E","3.55","E","3.96","E","4.23","E","4.39","E"
"17","'060","Bermuda","70071","Cost of starchy staples, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"1.03","E",,,,,,
"17","'060","Bermuda","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.72","E",,,,,,
"17","'060","Bermuda","70081","Cost of animal source foods, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"1.3","E",,,,,,
"17","'060","Bermuda","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.9","E",,,,,,
"17","'060","Bermuda","70091","Cost of legumes, nuts and seeds, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.48","E",,,,,,
"17","'060","Bermuda","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.34","E",,,,,,
"17","'060","Bermuda","70101","Cost of vegetables, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"1.54","E",,,,,,
"17","'060","Bermuda","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.07","E",,,,,,
"17","'060","Bermuda","70111","Cost of fruits, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.54","E",,,,,,
"17","'060","Bermuda","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.37","E",,,,,,
"17","'060","Bermuda","70121","Cost of oils and fats, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.22","E",,,,,,
"17","'060","Bermuda","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.15","E",,,,,,
"17","'060","Bermuda","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%",,"O",,"O",,"O",,"O",,"O",,"O",,"O",,"O"
"17","'060","Bermuda","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%",,"O",,"O",,"O",,"O",,"O",,"O",,,,
"17","'060","Bermuda","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No",,"O",,"O",,"O",,"O",,"O",,"O",,"O",,"O"
"17","'060","Bermuda","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No",,"O",,"O",,"O",,"O",,"O",,"O",,,,
"18","'064","Bhutan","70041","Cost of a healthy diet (CoHD), LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d","83.32","E","87.45","E","90.64","E","100.82","E","109.86","E","114.44","E","118.92","E","124.35","E"
"18","'064","Bhutan","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","4.14","E","4.31","E","4.44","E","4.86","E","5.14","E","5.48","E","5.69","E","5.96","E"
"18","'064","Bhutan","70071","Cost of starchy staples, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"12.45","E",,,,,,
"18","'064","Bhutan","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.58","E",,,,,,
"18","'064","Bhutan","70081","Cost of animal source foods, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"29.79","E",,,,,,
"18","'064","Bhutan","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.39","E",,,,,,
"18","'064","Bhutan","70091","Cost of legumes, nuts and seeds, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"8.81","E",,,,,,
"18","'064","Bhutan","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.41","E",,,,,,
"18","'064","Bhutan","70101","Cost of vegetables, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"21.16","E",,,,,,
"18","'064","Bhutan","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.99","E",,,,,,
"18","'064","Bhutan","70111","Cost of fruits, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"32.03","E",,,,,,
"18","'064","Bhutan","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.5","E",,,,,,
"18","'064","Bhutan","70121","Cost of oils and fats, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"5.62","E",,,,,,
"18","'064","Bhutan","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.26","E",,,,,,
"18","'064","Bhutan","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","29.4","E","14.5","E","18.4","E","17.9","E","22.3","E","5.6","E","5","E","4.5","E"
"18","'064","Bhutan","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","28.9","E","14.1","E","18","E","17.4","E","21.5","E","5.3","E",,,,
"18","'064","Bhutan","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","0.2","E","0.1","E","0.1","E","0.1","E","0.2","E","<0.1","E","<0.1","E","<0.1","E"
"18","'064","Bhutan","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","0.2","E","0.1","E","0.1","E","0.1","E","0.2","E","<0.1","E",,,,
"19","'068","Bolivia (Plurinational State of)","70041","Cost of a healthy diet (CoHD), LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d","9.15","E","9.38","E","9.7","E","9.63","E","9.69","E","9.91","E","10.39","E","11.19","E"
"19","'068","Bolivia (Plurinational State of)","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","3.62","E","3.61","E","3.75","E","3.78","E","3.96","E","4.3","E","4.57","E","4.82","E"
"19","'068","Bolivia (Plurinational State of)","70071","Cost of starchy staples, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"1.9","E",,,,,,
"19","'068","Bolivia (Plurinational State of)","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.78","E",,,,,,
"19","'068","Bolivia (Plurinational State of)","70081","Cost of animal source foods, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"3.03","E",,,,,,
"19","'068","Bolivia (Plurinational State of)","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.24","E",,,,,,
"19","'068","Bolivia (Plurinational State of)","70091","Cost of legumes, nuts and seeds, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.98","E",,,,,,
"19","'068","Bolivia (Plurinational State of)","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.4","E",,,,,,
"19","'068","Bolivia (Plurinational State of)","70101","Cost of vegetables, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"1.74","E",,,,,,
"19","'068","Bolivia (Plurinational State of)","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.71","E",,,,,,
"19","'068","Bolivia (Plurinational State of)","70111","Cost of fruits, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"1.63","E",,,,,,
"19","'068","Bolivia (Plurinational State of)","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.67","E",,,,,,
"19","'068","Bolivia (Plurinational State of)","70121","Cost of oils and fats, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.42","E",,,,,,
"19","'068","Bolivia (Plurinational State of)","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.17","E",,,,,,
"19","'068","Bolivia (Plurinational State of)","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","14.7","E","13.3","E","9.9","E","11.1","E","9.1","E","8.9","E","9","E","9.3","E"
"19","'068","Bolivia (Plurinational State of)","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","14.3","E","13","E","9.6","E","10.8","E","8.9","E","8.5","E",,,,
"19","'068","Bolivia (Plurinational State of)","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","1.7","E","1.5","E","1.2","E","1.3","E","1.1","E","1.1","E","1.1","E","1.1","E"
"19","'068","Bolivia (Plurinational State of)","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","1.6","E","1.5","E","1.1","E","1.3","E","1.1","E","1","E",,,,
"80","'070","Bosnia and Herzegovina","70041","Cost of a healthy diet (CoHD), LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d","3.25","E","3.27","E","3.31","E","3.34","E","3.46","E","4.2","E","4.65","E","4.75","E"
"80","'070","Bosnia and Herzegovina","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","4.07","E","4.13","E","4.34","E","4.34","E","4.54","E","5.48","E","5.95","E","6.15","E"
"80","'070","Bosnia and Herzegovina","70071","Cost of starchy staples, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.49","E",,,,,,
"80","'070","Bosnia and Herzegovina","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.64","E",,,,,,
"80","'070","Bosnia and Herzegovina","70081","Cost of animal source foods, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.77","E",,,,,,
"80","'070","Bosnia and Herzegovina","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.01","E",,,,,,
"80","'070","Bosnia and Herzegovina","70091","Cost of legumes, nuts and seeds, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.47","E",,,,,,
"80","'070","Bosnia and Herzegovina","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.61","E",,,,,,
"80","'070","Bosnia and Herzegovina","70101","Cost of vegetables, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.9","E",,,,,,
"80","'070","Bosnia and Herzegovina","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.17","E",,,,,,
"80","'070","Bosnia and Herzegovina","70111","Cost of fruits, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.56","E",,,,,,
"80","'070","Bosnia and Herzegovina","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.73","E",,,,,,
"80","'070","Bosnia and Herzegovina","70121","Cost of oils and fats, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.28","E",,,,,,
"80","'070","Bosnia and Herzegovina","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.37","E",,,,,,
"80","'070","Bosnia and Herzegovina","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","6.1","E","5.7","E","5.4","E","5.8","E","5.3","E","5.5","E","5.6","E","5.3","E"
"80","'070","Bosnia and Herzegovina","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","6.1","E","5.7","E","5.6","E","5.7","E","5","E","5.8","E",,,,
"80","'070","Bosnia and Herzegovina","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","0.2","E","0.2","E","0.2","E","0.2","E","0.2","E","0.2","E","0.2","E","0.2","E"
"80","'070","Bosnia and Herzegovina","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","0.2","E","0.2","E","0.2","E","0.2","E","0.2","E","0.2","E",,,,
"20","'072","Botswana","70041","Cost of a healthy diet (CoHD), LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d","15.5","E","15.42","E","15.64","E","16.22","E","17.37","E","19.08","E","21.34","E","22.37","E"
"20","'072","Botswana","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","3.01","E","3","E","3.04","E","3.21","E","3.41","E","3.62","E","4.01","E","4.21","E"
