Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Release Code,Release,Unit,Y2017,Y2017F,Y2018,Y2018F,Y2019,Y2019F,Y2020,Y2020F,Y2021,Y2021F,Y2022,Y2022F,Y2023,Y2023F,Y2024,Y2024F
"2","'004","Afghanistan","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%",,"O",,"O",,"O",,"O",,"O",,"O",,,,
"2","'004","Afghanistan","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No",,"O",,"O",,"O",,"O",,"O",,"O",,,,
"3","'008","Albania","70041","Cost of a healthy diet (CoHD), LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d","160.41","E","164.71","E","169.51","E","175.63","E","182.48","E","203.92","E","223.17","E","230.79","E"
"3","'008","Albania","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","3.04","E","3.13","E","3.32","E","3.4","E","3.49","E","4.14","E","4.58","E","4.77","E"
"3","'008","Albania","70071","Cost of starchy staples, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"24.81","E",,,,,,
"3","'008","Albania","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.47","E",,,,,,
"3","'008","Albania","70081","Cost of animal source foods, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"59.08","E",,,,,,
"3","'008","Albania","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.13","E",,,,,,
"3","'008","Albania","70091","Cost of legumes, nuts and seeds, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"21.57","E",,,,,,
"3","'008","Albania","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.41","E",,,,,,
"3","'008","Albania","70101","Cost of vegetables, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"31.19","E",,,,,,
"3","'008","Albania","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.6","E",,,,,,
"3","'008","Albania","70111","Cost of fruits, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"40.1","E",,,,,,
"3","'008","Albania","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.77","E",,,,,,
"3","'008","Albania","70121","Cost of oils and fats, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"5.72","E",,,,,,
"3","'008","Albania","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.11","E",,,,,,
"3","'008","Albania","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","24.3","E","17.6","E","14.6","E","13.9","E","12.6","E","11.7","E","11.4","E","10.7","E"
"3","'008","Albania","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","24.3","E","17.5","E","15.3","E","14.1","E","12.6","E","12.2","E",,,,
"3","'008","Albania","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","0.7","E","0.5","E","0.4","E","0.4","E","0.4","E","0.3","E","0.3","E","0.3","E"
"3","'008","Albania","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","0.7","E","0.5","E","0.4","E","0.4","E","0.4","E","0.3","E",,,,
"4","'012","Algeria","70041","Cost of a healthy diet (CoHD), LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d","155.33","E","160.56","E","159.7","E","160.01","E","176.08","E","199.7","E","226.23","E","233.64","E"
"4","'012","Algeria","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","4.1","E","4.16","E","4.18","E","4.19","E","4.47","E","5.01","E","5.41","E","5.53","E"
"4","'012","Algeria","70071","Cost of starchy staples, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"21.89","E",,,,,,
"4","'012","Algeria","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.56","E",,,,,,
"4","'012","Algeria","70081","Cost of animal source foods, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"53.59","E",,,,,,
"4","'012","Algeria","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.36","E",,,,,,
"4","'012","Algeria","70091","Cost of legumes, nuts and seeds, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"23.01","E",,,,,,
"4","'012","Algeria","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.58","E",,,,,,
"4","'012","Algeria","70101","Cost of vegetables, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"28.3","E",,,,,,
"4","'012","Algeria","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.72","E",,,,,,
"4","'012","Algeria","70111","Cost of fruits, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"43.35","E",,,,,,
"4","'012","Algeria","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.1","E",,,,,,
"4","'012","Algeria","70121","Cost of oils and fats, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"5.94","E",,,,,,
"4","'012","Algeria","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.15","E",,,,,,
"4","'012","Algeria","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","18.8","E","18.1","E","17.5","E","19.2","E","19.6","E","20.5","E","21.1","E","20.2","E"
"4","'012","Algeria","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","18.5","E","17.8","E","17.1","E","18.9","E","19.3","E","20.2","E",,,,
"4","'012","Algeria","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","7.8","E","7.7","E","7.6","E","8.5","E","8.8","E","9.3","E","9.7","E","9.4","E"
"4","'012","Algeria","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","7.7","E","7.5","E","7.4","E","8.3","E","8.6","E","9.2","E",,,,
"5","'016","American Samoa","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%",,"O",,"O",,"O",,"O",,"O",,"O",,,,
"5","'016","American Samoa","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No",,"O",,"O",,"O",,"O",,"O",,"O",,,,
"6","'020","Andorra","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%",,"O",,"O",,"O",,"O",,"O",,"O",,,,
"6","'020","Andorra","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No",,"O",,"O",,"O",,"O",,"O",,"O",,,,
"7","'024","Angola","70041","Cost of a healthy diet (CoHD), LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d","368.84","E","427.54","E","498.12","E","633.06","E","836.22","E","1041.36","E","1178.31","E","1554.61","E"
"7","'024","Angola","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","3.18","E","3.27","E","3.43","E","3.7","E","4.11","E","4.55","E","4.72","E","5","E"
"7","'024","Angola","70071","Cost of starchy staples, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"233.78","E",,,,,,
"7","'024","Angola","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.15","E",,,,,,
"7","'024","Angola","70081","Cost of animal source foods, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"234.41","E",,,,,,
"7","'024","Angola","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.15","E",,,,,,
"7","'024","Angola","70091","Cost of legumes, nuts and seeds, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"84.72","E",,,,,,
"7","'024","Angola","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.42","E",,,,,,
"7","'024","Angola","70101","Cost of vegetables, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"89.17","E",,,,,,
"7","'024","Angola","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.44","E",,,,,,
"7","'024","Angola","70111","Cost of fruits, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"152.35","E",,,,,,
"7","'024","Angola","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.75","E",,,,,,
"7","'024","Angola","70121","Cost of oils and fats, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"41.79","E",,,,,,
"7","'024","Angola","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.21","E",,,,,,
"7","'024","Angola","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","60.7","E","63.2","E","64.2","E","68.1","E","69.8","E","70.5","E","70.8","E","71.4","E"
"7","'024","Angola","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","62.7","E","65.1","E","66.8","E","70.1","E","71.7","E","72.2","E",,,,
"7","'024","Angola","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","18.4","E","19.8","E","20.8","E","22.8","E","24.1","E","25.1","E","26","E","27.1","E"
"7","'024","Angola","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","19","E","20.4","E","21.6","E","23.4","E","24.8","E","25.7","E",,,,
"8","'028","Antigua and Barbuda","70041","Cost of a healthy diet (CoHD), LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d","9.73","E","10.05","E","10.2","E","10.42","E","10.54","E","11.65","E","12.48","E","13.12","E"
"8","'028","Antigua and Barbuda","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","3.77","E","4.24","E","4.38","E","4.67","E","4.92","E","5.46","E","5.8","E","5.9","E"
"8","'028","Antigua and Barbuda","70071","Cost of starchy staples, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"1.43","E",,,,,,
"8","'028","Antigua and Barbuda","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.67","E",,,,,,
"8","'028","Antigua and Barbuda","70081","Cost of animal source foods, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"1.71","E",,,,,,
"8","'028","Antigua and Barbuda","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.8","E",,,,,,
"8","'028","Antigua and Barbuda","70091","Cost of legumes, nuts and seeds, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"1.03","E",,,,,,
"8","'028","Antigua and Barbuda","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.48","E",,,,,,
"8","'028","Antigua and Barbuda","70101","Cost of vegetables, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"2.69","E",,,,,,
"8","'028","Antigua and Barbuda","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.26","E",,,,,,
"8","'028","Antigua and Barbuda","70111","Cost of fruits, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"3.4","E",,,,,,
"8","'028","Antigua and Barbuda","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.59","E",,,,,,
"8","'028","Antigua and Barbuda","70121","Cost of oils and fats, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.27","E",,,,,,
"8","'028","Antigua and Barbuda","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.13","E",,,,,,
"8","'028","Antigua and Barbuda","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%",,"O",,"O",,"O",,"O",,"O",,"O",,"O",,"O"
"8","'028","Antigua and Barbuda","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%",,"O",,"O",,"O",,"O",,"O",,"O",,,,
"8","'028","Antigua and Barbuda","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No",,"O",,"O",,"O",,"O",,"O",,"O",,"O",,"O"
"8","'028","Antigua and Barbuda","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No",,"O",,"O",,"O",,"O",,"O",,"O",,,,
"9","'032","Argentina","70041","Cost of a healthy diet (CoHD), LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d","36.09","E",,"Q",,"Q",,"Q",,"Q",,"Q",,"Q",,"Q"
"9","'032","Argentina","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","3.26","E",,"Q",,"Q",,"Q",,"Q",,"Q",,"Q",,"Q"
"9","'032","Argentina","70071","Cost of starchy staples, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,,"Q",,,,,,
"9","'032","Argentina","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,,"Q",,,,,,
"9","'032","Argentina","70081","Cost of animal source foods, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,,"Q",,,,,,
"9","'032","Argentina","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,,"Q",,,,,,
"9","'032","Argentina","70091","Cost of legumes, nuts and seeds, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,,"Q",,,,,,
"9","'032","Argentina","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,,"Q",,,,,,
"9","'032","Argentina","70101","Cost of vegetables, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,,"Q",,,,,,
"9","'032","Argentina","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,,"Q",,,,,,
"9","'032","Argentina","70111","Cost of fruits, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,,"Q",,,,,,
"9","'032","Argentina","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,,"Q",,,,,,
"9","'032","Argentina","70121","Cost of oils and fats, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,,"Q",,,,,,
"9","'032","Argentina","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,,"Q",,,,,,
"9","'032","Argentina","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","8.5","E",,"Q",,"Q",,"Q",,"Q",,"Q",,"Q",,"Q"
"9","'032","Argentina","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","8.6","E",,"Q",,"Q",,"Q",,"Q",,"Q",,,,
"9","'032","Argentina","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","3.8","E",,"Q",,"Q",,"Q",,"Q",,"Q",,"Q",,"Q"
"9","'032","Argentina","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","3.8","E",,"Q",,"Q",,"Q",,"Q",,"Q",,,,
"1","'051","Armenia","70041","Cost of a healthy diet (CoHD), LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d","536.78","E","549.33","E","559.37","E","561.12","E","624.4","E","705.33","E","701.23","E","685.1","E"
"1","'051","Armenia","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","3.22","E","3.31","E","3.44","E","3.54","E","3.8","E","4.27","E","4.33","E","4.35","E"
"1","'051","Armenia","70071","Cost of starchy staples, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"96.92","E",,,,,,
"1","'051","Armenia","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.59","E",,,,,,
"1","'051","Armenia","70081","Cost of animal source foods, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"170.36","E",,,,,,
"1","'051","Armenia","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.04","E",,,,,,
"1","'051","Armenia","70091","Cost of legumes, nuts and seeds, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"66.01","E",,,,,,
"1","'051","Armenia","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.4","E",,,,,,
"1","'051","Armenia","70101","Cost of vegetables, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"99.14","E",,,,,,
"1","'051","Armenia","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.6","E",,,,,,
"1","'051","Armenia","70111","Cost of fruits, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"150.59","E",,,,,,
"1","'051","Armenia","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.92","E",,,,,,
"1","'051","Armenia","70121","Cost of oils and fats, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"41.37","E",,,,,,
"1","'051","Armenia","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.25","E",,,,,,
"1","'051","Armenia","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","49.4","E","49.7","E","53.3","E","53.9","E","54.4","E","55.1","E","50.3","E","65.1","E"
"1","'051","Armenia","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","49.3","E","49.5","E","53.3","E","53.8","E","54.1","E","54.9","E",,,,
"1","'051","Armenia","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","1.4","E","1.4","E","1.5","E","1.6","E","1.6","E","1.6","E","1.5","E","1.9","E"
"1","'051","Armenia","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","1.4","E","1.4","E","1.5","E","1.6","E","1.6","E","1.6","E",,,,
"22","'533","Aruba","70041","Cost of a healthy diet (CoHD), LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d","5.14","E","5.51","E","6.09","E","6.06","E","6.05","E","6.66","E","7.1","E","7.28","E"
"22","'533","Aruba","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","3.38","E","3.55","E","3.79","E","3.9","E","4","E","4.5","E","4.82","E","5","E"
"22","'533","Aruba","70071","Cost of starchy staples, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.85","E",,,,,,
"22","'533","Aruba","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.56","E",,,,,,
"22","'533","Aruba","70081","Cost of animal source foods, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"1.11","E",,,,,,
"22","'533","Aruba","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.74","E",,,,,,
"22","'533","Aruba","70091","Cost of legumes, nuts and seeds, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.7","E",,,,,,
"22","'533","Aruba","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.46","E",,,,,,
"22","'533","Aruba","70101","Cost of vegetables, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"1.51","E",,,,,,
"22","'533","Aruba","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1","E",,,,,,
"22","'533","Aruba","70111","Cost of fruits, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"1.65","E",,,,,,
"22","'533","Aruba","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.09","E",,,,,,
"22","'533","Aruba","70121","Cost of oils and fats, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.22","E",,,,,,
"22","'533","Aruba","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.14","E",,,,,,
"22","'533","Aruba","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%",,"O",,"O",,"O",,"O",,"O",,"O",,"O",,"O"
"22","'533","Aruba","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No",,"O",,"O",,"O",,"O",,"O",,"O",,"O",,"O"
"10","'036","Australia","70041","Cost of a healthy diet (CoHD), LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d","3.64","E","3.67","E","3.76","E","3.88","E","3.93","E","4.18","E","4.46","E","4.61","E"
"10","'036","Australia","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","2.33","E","2.36","E","2.4","E","2.51","E","2.61","E","2.88","E","3.1","E","3.2","E"
"10","'036","Australia","70071","Cost of starchy staples, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.38","E",,,,,,
"10","'036","Australia","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.25","E",,,,,,
"10","'036","Australia","70081","Cost of animal source foods, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.75","E",,,,,,
"10","'036","Australia","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.5","E",,,,,,
"10","'036","Australia","70091","Cost of legumes, nuts and seeds, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.4","E",,,,,,
"10","'036","Australia","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.27","E",,,,,,
"10","'036","Australia","70101","Cost of vegetables, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"1.09","E",,,,,,
"10","'036","Australia","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.73","E",,,,,,
"10","'036","Australia","70111","Cost of fruits, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"1.18","E",,,,,,
"10","'036","Australia","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.78","E",,,,,,
"10","'036","Australia","70121","Cost of oils and fats, LCU per person per day","6205","Value","7S2025","July 2025 (SOFI report)","LCU/cap/d",,,,,,,,,"0.13","E",,,,,,
"10","'036","Australia","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.08","E",,,,,,
